http://guangzhou.cncn.com/jingdian/furongzhangfengjingqu/,1,furongzhangfengjingqu,3,J-1-5-20,芙蓉嶂风景区
http://guangzhou.cncn.com/jingdian/dengshichangjinianguan/,1,dengshichangjinianguan,3,J-1-5-21,邓世昌纪念馆
http://guangzhou.cncn.com/jingdian/luhu/,1,luhu,3,J-1-5-22,广州麓湖公园
http://guangzhou.cncn.com/jingdian/guangzhourenweimiao/,1,guangzhourenweimiao,3,J-1-4-7,广州仁威庙
http://guangzhou.cncn.com/jingdian/guangzhouqingzhenxianxiangumu/,1,guangzhouqingzhenxianxiangumu,3,J-1-4-8,广州清真先贤古墓
http://guangzhou.cncn.com/jingdian/guangzhougongshejiuzhi/,1,guangzhougongshejiuzhi,3,J-1-4-9,广州公社旧址
http://guangzhou.cncn.com/jingdian/guangzhoushuzhugang/,1,guangzhoushuzhugang,3,J-1-4-10,广州漱珠岗
http://guangzhou.cncn.com/jingdian/luogangfengjingqu/,1,luogangfengjingqu,3,J-1-4-11,萝岗风景区
http://guangzhou.cncn.com/jingdian/guangdongaolinpiketiyuchang/,1,guangdongaolinpiketiyuchang,3,J-1-4-12,广东奥林匹克体育场
http://guangzhou.cncn.com/jingdian/huangpujunxiao/,1,huangpujunxiao,3,J-1-5-23,广州黄埔军校旧址纪念馆
http://guangzhou.cncn.com/jingdian/shimengongyuan/,1,shimengongyuan,3,J-1-5-24,广州石门国家森林公园
http://guangzhou.cncn.com/jingdian/shamian/,1,shamian,3,J-1-5-25,广州沙面旅游区
http://guangzhou.cncn.com/jingdian/conghuawenquanfengjingqu/,1,conghuawenquanfengjingqu,3,J-1-4-13,从化温泉风景区
http://guangzhou.cncn.com/jingdian/beijinglushangyebuxingjie/,1,beijinglushangyebuxingjie,3,J-1-4-14,北京路商业步行街
http://guangzhou.cncn.com/jingdian/yuexiugongyuan/,1,yuexiugongyuan,3,J-1-4-15,越秀公园
http://guangzhou.cncn.com/jingdian/shangxiajiubuxingjie/,1,shangxiajiubuxingjie,3,J-1-4-16,上下九步行街
http://guangzhou.cncn.com/jingdian/nanyuewangmubowuguan/,1,nanyuewangmubowuguan,3,J-1-4-17,南越王墓博物馆
http://guangzhou.cncn.com/jingdian/guangdongminjiangongyibowuguan/,1,guangdongminjiangongyibowuguan,3,J-1-4-18,陈家祠（广东民间工艺博物馆）
http://guangzhou.cncn.com/jingdian/guangzhoudongjiaogongyuan/,1,guangzhoudongjiaogongyuan,3,J-1-4-19,广州东郊公园
http://guangzhou.cncn.com/jingdian/guangzhouyuyanshuyuan/,1,guangzhouyuyanshuyuan,3,J-1-4-20,广州玉岩书院
http://guangzhou.cncn.com/jingdian/huanghuagangjuyuan/,1,huanghuagangjuyuan,3,J-1-4-21,黄花岗剧院
http://guangzhou.cncn.com/jingdian/guangzhoushixiaofantianleyuan/,1,guangzhoushixiaofantianleyuan,3,J-1-4-22,广州市笑翻天乐园
http://guangzhou.cncn.com/jingdian/yuyinshanfang/,1,yuyinshanfang,3,J-1-4-23,番禺余荫山房花园
http://guangzhou.cncn.com/jingdian/yishubowuyuan/,1,yishubowuyuan,3,J-1-4-24,广州艺术博物院
http://guangzhou.cncn.com/jingdian/guangzhouguomindangyidajiuzhi/,1,guangzhouguomindangyidajiuzhi,3,J-1-4-25,广州国民党一大旧址
http://guangzhou.cncn.com/jingdian/dazhonglou/,1,dazhonglou,3,J-1-1-1,大钟楼
http://guangzhou.cncn.com/jingdian/tayinglou/,1,tayinglou,3,J-1-1-2,塔影楼
http://guangzhou.cncn.com/jingdian/baietan/,1,baietan,3,J-1-1-3,白鹅潭
http://guangzhou.cncn.com/jingdian/changlonghuanleshijie/,1,changlonghuanleshijie,3,J-1-1-4,广州长隆欢乐世界
http://guangzhou.cncn.com/jingdian/changlongshuishangleyuan/,1,changlongshuishangleyuan,3,J-1-1-5,长隆水上乐园
http://guangzhou.cncn.com/jingdian/baomoyuan/,1,baomoyuan,3,J-1-1-6,广州宝墨园
http://guangzhou.cncn.com/jingdian/baiyunshan/,1,baiyunshan,3,J-1-1-7,广东省广州市白云山风景区
http://guangzhou.cncn.com/jingdian/changlongguojidamaxi/,1,changlongguojidamaxi,3,J-1-1-8,长隆国际大马戏剧院
http://guangzhou.cncn.com/jingdian/baiwankuiyuan/,1,baiwankuiyuan,3,J-1-1-9,番禺百万葵园
http://guangzhou.cncn.com/jingdian/xiangjiangyeshengdongshijie/,1,xiangjiangyeshengdongshijie,3,J-1-1-10,广州香江野生动物世界
http://guangzhou.cncn.com/jingdian/fanyulianhuashan/,1,fanyulianhuashan,3,J-1-1-11,广州番禺莲花山
http://guangzhou.cncn.com/jingdian/xiangjiangyeshengdongwuyuan/,1,xiangjiangyeshengdongwuyuan,3,J-1-1-12,广州香江野生动物世界
http://guangzhou.cncn.com/jingdian/eyugongyuan/,1,eyugongyuan,3,J-1-1-13,广州鳄鱼公园
http://guangzhou.cncn.com/jingdian/zengchengbaishuizhai/,1,zengchengbaishuizhai,3,J-1-1-14,增城白水寨
http://guangzhou.cncn.com/jingdian/furongdujiacun/,1,furongdujiacun,3,J-1-1-15,广州花都芙蓉度假村
http://guangzhou.cncn.com/jingdian/maofengshan/,1,maofengshan,3,J-1-1-16,广州帽峰山
http://guangzhou.cncn.com/jingdian/qifunongzhuang/,1,qifunongzhuang,3,J-1-1-17,番禺祈福农庄
http://guangzhou.cncn.com/jingdian/baosangyuan/,1,baosangyuan,3,J-1-1-18,广州宝桑园
http://guangzhou.cncn.com/jingdian/liuxiheguojiasenlingongyuan/,1,liuxiheguojiasenlingongyuan,3,J-1-1-19,流溪河国家森林公园
http://guangzhou.cncn.com/jingdian/nanshatianhougong/,1,nanshatianhougong,3,J-1-1-20,番禺南沙天后宫
http://guangzhou.cncn.com/jingdian/dafushan/,1,dafushan,3,J-1-1-21,广州大夫山森林公园
http://guangzhou.cncn.com/jingdian/huananzhiwuyuan/,1,huananzhiwuyuan,3,J-1-1-22,广州华南植物园
http://guangzhou.cncn.com/jingdian/guangzhouhaiyangguan/,1,guangzhouhaiyangguan,3,J-1-1-23,广州海洋馆
http://guangzhou.cncn.com/jingdian/guangzhounanhu/,1,guangzhounanhu,3,J-1-1-24,广州南湖游乐园
http://guangzhou.cncn.com/jingdian/yuexiu/,1,yuexiu,3,J-1-1-25,广州越秀公园
http://guangzhou.cncn.com/jingdian/shuiguoshijie//profile,1,,4,P-23,"
    电话咨询
            广州水果世界是由广州市果树科学研究所创建于1996年，地处广州市白云区九佛镇，占地面积135公顷，是一个集水果科研、生产示范、技术推广、技术培训、现代农业展示于一体的多功能现代化水果科研示范基地。 广州水果世界是国家农业部南亚热带名优水果示范基地，是广州市十大农业现代化示范区之一，又是国家星火项目.州水果世界拥有高水平、大规模的现代化农业设施，荟萃众多南亚热带名优水果品种，佳果累累，四季飘香。 荟萃南亚热带名优水果品种广州水果世界引种、培育了170多个名优水果品种（品系）。按高标准、高起点、高效益的要求建立了荔枝园、龙眼园、芒果园、人心果园、大果甜杨桃园、黄皮园、番石榴园、台湾青枣园、香蕉园、番木瓜园、橄榄园、柚甘子园、火龙果园等100多公顷的南亚带名优水果示范园。 科研、示范、开发一条龙广州市果树科学研究所、广州水果世界拥有一支实力雄厚的科研、技术开发队伍；拥有先进的生物技术、生理生化、果品保鲜加工、现代设施园艺、电子信息等科研手段及设备；拥有一支获得海里、市科技奖励并可供开发应用的科研成果；拥有自选优良新品种13个，引进国内外优良水果品种56个；承担国家、省、市各级科研、示范、开发项目16个；拥有一个遍及省内外的技术辐射网络。以科研所为龙头，以基地为依托，以南亚热带名优水果品种开发为重点，培植拳头产品，带动广大果农，将为南亚热带水果生产的发展发挥龙头示范作用，出成果，出效益。
  "
http://guangzhou.cncn.com/jingdian/xiangshuixiashengtaidujiaqu//profile,1,,4,P-8,
http://guangzhou.cncn.com/jingdian/haichuangsi//profile,1,,4,P-19,"
    暂无信息
        乘10、25、183、270、530、夜37路公交车到海幢公园站下车就到了。    
     海幢寺位于同福中路337号，始建於明末清初，迄今有三百多年历史，是广州市重点文物保护单位。它以寺貌庄严、殿宇雄伟、净域宏敞、佛缘鼎盛而闻名于世，被誉为广府五大丛林之一。     该寺相传南汉时代是“千秋寺”。後年久荒废，变为居民丛冢。明朝末年，为富绅郭龙岳的圆地。僧人光牟、月池师徒向郭募得此地建佛堂，依佛经海幢比丘潜心修习般若波罗密经成佛之意，取名“海幢寺”。     清初，平南王尚可喜与靖南王耿继茂欲建王府，照王贝勒形式烧制琉璃瓦，後因朝廷复议不准按宗藩形式建造王府，遂将琉璃瓦施予寺院，同时，礼请曹洞宗第三十三代法裔空隐和尚在此驻锡，天然和尚(三十四代)、阿字和尚(三十五代)、古云和尚(三十六代)先後在此住持传法。永历帝臣金堡也曾在此当和尚，法号今释，又名澹归。从此扩建殿宇，广植林木。清康熙五年(1666年)建大雄宝殿、地藏阁，次年又建天王殿、韦驮殿、伽蓝殿等，一时高僧云集，盛极一方。     海幢寺历史悠久，林木参天，浓荫覆地，环境幽雅，景色宜人。“海幢春色”为昔日脍炙人口的羊城八景之一。名胜古迹和珍贵文物有海幢论鹰爪、十六罗汉、四大金刚、三须观音、猛虎回头石、海幢宫瓦、澹归碗、幽冥钟、星岩石塔等一大批，丰富多彩。加上天然和尚等高僧著述颇丰，又延师授徒以诗学，故诗僧特多，有“天然门下，诗僧六十”之美誉。因此，历史上海幢寺不仅是弘法修禅的场所，也是名人雅士修身养性的地方。 "
http://guangzhou.cncn.com/jingdian/nanlingta/,1,nanlingta,3,J-1-3-1,南岭塔
http://guangzhou.cncn.com/jingdian/panguwanglvyouqu/,1,panguwanglvyouqu,3,J-1-3-2,盘古王旅游区
http://guangzhou.cncn.com/jingdian/puzhouhuayuan/,1,puzhouhuayuan,3,J-1-3-3,蒲洲花园
http://guangzhou.cncn.com/jingdian/shimenguojiasenlingongyuan/,1,shimenguojiasenlingongyuan,3,J-1-3-4,石门国家森林公园
http://guangzhou.cncn.com/jingdian/wendeluwenhuajie/,1,wendeluwenhuajie,3,J-1-3-5,文德路文化街
http://guangzhou.cncn.com/jingdian/bishuixiapiaoliu/,1,bishuixiapiaoliu,3,J-1-3-6,碧水峡漂流
http://guangzhou.cncn.com/jingdian/xiaolouxianyuan/,1,xiaolouxianyuan,3,J-1-3-7,小楼仙源
http://guangzhou.cncn.com/jingdian/zhengguosi/,1,zhengguosi,3,J-1-3-8,正果寺
http://guangzhou.cncn.com/jingdian/guangdongfanyuxuegong/,1,guangdongfanyuxuegong,3,J-1-3-9,广东番禺学宫
http://guangzhou.cncn.com/jingdian/guangzhounongminyundongjiangxisuojiuzhi/,1,guangzhounongminyundongjiangxisuojiuzhi,3,J-1-3-10,广州农民运动讲习所旧址
http://guangzhou.cncn.com/jingdian/guangzhoubeijingluqianniangudaoyizhi/,1,guangzhoubeijingluqianniangudaoyizhi,3,J-1-3-11,广州北京路千年古道遗址
http://guangzhou.cncn.com/jingdian/guangzhouzhongzhaorenminxueyiting/,1,guangzhouzhongzhaorenminxueyiting,3,J-1-3-12,广州中朝人民血谊亭
http://guangzhou.cncn.com/jingdian/guangzhouhualinchansi/,1,guangzhouhualinchansi,3,J-1-3-13,广州华林禅寺
http://guangzhou.cncn.com/jingdian/guangzhoushajicananlieshijinianbei/,1,guangzhoushajicananlieshijinianbei,3,J-1-3-14,广州沙基惨案烈士纪念碑
http://guangzhou.cncn.com/jingdian/guangzhounanyueguogongshuyizhi/,1,guangzhounanyueguogongshuyizhi,3,J-1-3-15,广州南越国宫署遗址
http://guangzhou.cncn.com/jingdian/guangzhouhuaishengsi/,1,guangzhouhuaishengsi,3,J-1-3-16,广州怀圣寺
http://guangzhou.cncn.com/jingdian/guangzhoukangyouweiwanmucaotang/,1,guangzhoukangyouweiwanmucaotang,3,J-1-3-17,广州康有为万木草堂
http://guangzhou.cncn.com/jingdian/guangzhoutaiyangdaoleyuan/,1,guangzhoutaiyangdaoleyuan,3,J-1-3-18,广州太阳岛乐园
http://guangzhou.cncn.com/jingdian/guangzhoudinglihuwaituozhanxunlianjidi/,1,guangzhoudinglihuwaituozhanxunlianjidi,3,J-1-3-19,广州鼎历户外拓展训练基地
http://guangzhou.cncn.com/jingdian/guangzhouluhugaoerfuqiuxiangcunjulebu/,1,guangzhouluhugaoerfuqiuxiangcunjulebu,3,J-1-3-20,广州麓湖高尔夫球乡村俱乐部
http://guangzhou.cncn.com/jingdian/guangzhouyuewangjing/,1,guangzhouyuewangjing,3,J-1-3-21,广州越王井
http://guangzhou.cncn.com/jingdian/guangzhouwuxianguan/,1,guangzhouwuxianguan,3,J-1-3-22,广州五仙观
http://guangzhou.cncn.com/jingdian/zhonghuaquanguozonggonghuijiuzhi/,1,zhonghuaquanguozonggonghuijiuzhi,3,J-1-3-23,中华全国总工会旧址
http://guangzhou.cncn.com/jingdian/guangzhoutianhedongzhanlvhuaguangchang/,1,guangzhoutianhedongzhanlvhuaguangchang,3,J-1-3-24,广州天河东站绿化广场
http://guangzhou.cncn.com/jingdian/guangzhoushuixicun/,1,guangzhoushuixicun,3,J-1-3-25,广州水西村
link,parent,title,type,id,desc
http://fujian.cncn.com/jingdian/,-1,fujian,1,A-1,福建
http://taiwan.cncn.com/jingdian/,-1,taiwan,1,A-2,台湾
http://zhejiang.cncn.com/jingdian/,-1,zhejiang,1,A-3,浙江
http://shanghai.cncn.com/jingdian/,-1,shanghai,1,A-4,上海
http://shandong.cncn.com/jingdian/,-1,shandong,1,A-5,山东
http://jiangsu.cncn.com/jingdian/,-1,jiangsu,1,A-6,江苏
http://anhui.cncn.com/jingdian/,-1,anhui,1,A-7,安徽
http://jiangxi.cncn.com/jingdian/,-1,jiangxi,1,A-8,江西
http://heilongjiang.cncn.com/jingdian/,-1,heilongjiang,1,A-9,黑龙江
http://jilin.cncn.com/jingdian/,-1,jilin,1,A-10,吉林
http://liaoning.cncn.com/jingdian/,-1,liaoning,1,A-11,辽宁
http://beijing.cncn.com/jingdian/,-1,beijing,1,A-12,北京
http://tianjin.cncn.com/jingdian/,-1,tianjin,1,A-13,天津
http://hebei.cncn.com/jingdian/,-1,hebei,1,A-14,河北
http://henan.cncn.com/jingdian/,-1,henan,1,A-15,河南
http://shanxi.cncn.com/jingdian/,-1,shanxi,1,A-16,山西
http://neimenggu.cncn.com/jingdian/,-1,neimenggu,1,A-17,内蒙古
http://guangdong.cncn.com/jingdian/,-1,guangdong,1,A-18,广东
http://guangxi.cncn.com/jingdian/,-1,guangxi,1,A-19,广西
http://hainan.cncn.com/jingdian/,-1,hainan,1,A-20,海南
http://hubei.cncn.com/jingdian/,-1,hubei,1,A-21,湖北
http://hunan.cncn.com/jingdian/,-1,hunan,1,A-22,湖南
http://sichuan.cncn.com/jingdian/,-1,sichuan,1,A-23,四川
http://chongqing.cncn.com/jingdian/,-1,chongqing,1,A-24,重庆
http://guizhou.cncn.com/jingdian/,-1,guizhou,1,A-25,贵州
http://yunnan.cncn.com/jingdian/,-1,yunnan,1,A-26,云南
http://xizang.cncn.com/jingdian/,-1,xizang,1,A-27,西藏
http://shannxi.cncn.com/jingdian/,-1,shannxi,1,A-28,陕西
http://gansu.cncn.com/jingdian/,-1,gansu,1,A-29,甘肃
http://ningxia.cncn.com/jingdian/,-1,ningxia,1,A-30,宁夏
http://qinghai.cncn.com/jingdian/,-1,qinghai,1,A-31,青海
http://xinjiang.cncn.com/jingdian/,-1,xinjiang,1,A-32,新疆
http://hongkong.cncn.com/jingdian/,-1,hongkong,1,A-33,香港
http://macao.cncn.com/jingdian/,-1,macao,1,A-34,澳门
link,parent,title,type,id,desc
http://fujian.cncn.com/jingdian/,-1,fujian,1,A-1,福建
http://taiwan.cncn.com/jingdian/,-1,taiwan,1,A-2,台湾
http://zhejiang.cncn.com/jingdian/,-1,zhejiang,1,A-3,浙江
http://shanghai.cncn.com/jingdian/,-1,shanghai,1,A-4,上海
http://shandong.cncn.com/jingdian/,-1,shandong,1,A-5,山东
http://jiangsu.cncn.com/jingdian/,-1,jiangsu,1,A-6,江苏
http://anhui.cncn.com/jingdian/,-1,anhui,1,A-7,安徽
http://jiangxi.cncn.com/jingdian/,-1,jiangxi,1,A-8,江西
http://heilongjiang.cncn.com/jingdian/,-1,heilongjiang,1,A-9,黑龙江
http://jilin.cncn.com/jingdian/,-1,jilin,1,A-10,吉林
http://liaoning.cncn.com/jingdian/,-1,liaoning,1,A-11,辽宁
http://beijing.cncn.com/jingdian/,-1,beijing,1,A-12,北京
http://tianjin.cncn.com/jingdian/,-1,tianjin,1,A-13,天津
http://hebei.cncn.com/jingdian/,-1,hebei,1,A-14,河北
http://henan.cncn.com/jingdian/,-1,henan,1,A-15,河南
http://shanxi.cncn.com/jingdian/,-1,shanxi,1,A-16,山西
http://neimenggu.cncn.com/jingdian/,-1,neimenggu,1,A-17,内蒙古
http://guangdong.cncn.com/jingdian/,-1,guangdong,1,A-18,广东
http://guangxi.cncn.com/jingdian/,-1,guangxi,1,A-19,广西
http://hainan.cncn.com/jingdian/,-1,hainan,1,A-20,海南
http://hubei.cncn.com/jingdian/,-1,hubei,1,A-21,湖北
http://hunan.cncn.com/jingdian/,-1,hunan,1,A-22,湖南
http://sichuan.cncn.com/jingdian/,-1,sichuan,1,A-23,四川
http://chongqing.cncn.com/jingdian/,-1,chongqing,1,A-24,重庆
http://guizhou.cncn.com/jingdian/,-1,guizhou,1,A-25,贵州
http://yunnan.cncn.com/jingdian/,-1,yunnan,1,A-26,云南
http://xizang.cncn.com/jingdian/,-1,xizang,1,A-27,西藏
http://shannxi.cncn.com/jingdian/,-1,shannxi,1,A-28,陕西
http://gansu.cncn.com/jingdian/,-1,gansu,1,A-29,甘肃
http://ningxia.cncn.com/jingdian/,-1,ningxia,1,A-30,宁夏
http://qinghai.cncn.com/jingdian/,-1,qinghai,1,A-31,青海
http://xinjiang.cncn.com/jingdian/,-1,xinjiang,1,A-32,新疆
http://hongkong.cncn.com/jingdian/,-1,hongkong,1,A-33,香港
http://macao.cncn.com/jingdian/,-1,macao,1,A-34,澳门
http://guangzhou.cncn.com/jingdian/,18,guangzhou,2,C-18-1,广州
http://shaoguan.cncn.com/jingdian/,18,shaoguan,2,C-18-2,韶关
http://shenzhen.cncn.com/jingdian/,18,shenzhen,2,C-18-3,深圳
http://zhuhai.cncn.com/jingdian/,18,zhuhai,2,C-18-4,珠海
http://shantou.cncn.com/jingdian/,18,shantou,2,C-18-5,汕头
http://foshan.cncn.com/jingdian/,18,foshan,2,C-18-6,佛山
http://jiangmen.cncn.com/jingdian/,18,jiangmen,2,C-18-7,江门
http://zhanjiang.cncn.com/jingdian/,18,zhanjiang,2,C-18-8,湛江
http://maoming.cncn.com/jingdian/,18,maoming,2,C-18-9,茂名
http://zhaoqing.cncn.com/jingdian/,18,zhaoqing,2,C-18-10,肇庆
http://huizhou.cncn.com/jingdian/,18,huizhou,2,C-18-11,惠州
http://meizhou.cncn.com/jingdian/,18,meizhou,2,C-18-12,梅州
http://shanwei.cncn.com/jingdian/,18,shanwei,2,C-18-13,汕尾
http://heyuan.cncn.com/jingdian/,18,heyuan,2,C-18-14,河源
http://yangjiang.cncn.com/jingdian/,18,yangjiang,2,C-18-15,阳江
http://qingyuan.cncn.com/jingdian/,18,qingyuan,2,C-18-16,清远
http://dongguan.cncn.com/jingdian/,18,dongguan,2,C-18-17,东莞
http://zhongshan.cncn.com/jingdian/,18,zhongshan,2,C-18-18,中山
http://chaozhou.cncn.com/jingdian/,18,chaozhou,2,C-18-19,潮州
http://jieyang.cncn.com/jingdian/,18,jieyang,2,C-18-20,揭阳
http://yunfu.cncn.com/jingdian/,18,yunfu,2,C-18-21,云浮
http://guangzhou.cncn.com/jingdian/dazhonglou/,18,guangzhou,2,C-18-22,大钟楼
http://guangzhou.cncn.com/jingdian/conghuawenquan/,1,conghuawenquan,3,J-1-2-1,从化温泉旅游度假区
http://guangzhou.cncn.com/jingdian/liqishanzhuang/,1,liqishanzhuang,3,J-1-2-2,广州市历奇山庄
http://guangzhou.cncn.com/jingdian/xiguan/,1,xiguan,3,J-1-2-3,广州西关古老大屋
http://guangzhou.cncn.com/jingdian/shangxiajiu/,1,shangxiajiu,3,J-1-2-4,广州上下九商业步行街
http://guangzhou.cncn.com/jingdian/shixiangyuan/,1,shixiangyuan,3,J-1-2-5,十香园
http://guangzhou.cncn.com/jingdian/wuxianguan/,1,wuxianguan,3,J-1-2-6,五仙观
http://guangzhou.cncn.com/jingdian/boluomiao/,1,boluomiao,3,J-1-2-7,南海神庙（波罗庙）
http://guangzhou.cncn.com/jingdian/tianhulvyoufengjingqu/,1,tianhulvyoufengjingqu,3,J-1-2-8,天湖旅游风景区
http://guangzhou.cncn.com/jingdian/shuzhugang/,1,shuzhugang,3,J-1-2-9,漱珠岗
http://guangzhou.cncn.com/jingdian/fengtailansheng/,1,fengtailansheng,3,J-1-2-10,凤台揽胜
http://guangzhou.cncn.com/jingdian/guangdongkexuezhongxin/,1,guangdongkexuezhongxin,3,J-1-2-11,广东科学中心
http://guangzhou.cncn.com/jingdian/pingandaxiyuan/,1,pingandaxiyuan,3,J-1-2-12,平安大戏院
http://guangzhou.cncn.com/jingdian/meisenhuanleying/,1,meisenhuanleying,3,J-1-2-13,美森欢乐营
http://guangzhou.cncn.com/jingdian/liwanhugongyuan/,1,liwanhugongyuan,3,J-1-2-14,荔湾湖公园
http://guangzhou.cncn.com/jingdian/dajiangpugucun/,1,dajiangpugucun,3,J-1-2-15,大江埔古村
http://guangzhou.cncn.com/jingdian/danshuikengfengjingqu/,1,danshuikengfengjingqu,3,J-1-2-16,丹水坑风景区
http://guangzhou.cncn.com/jingdian/guangmingdaxiyuan/,1,guangmingdaxiyuan,3,J-1-2-17,光明大戏院
http://guangzhou.cncn.com/jingdian/sanyatangyougu/,1,sanyatangyougu,3,J-1-8-1,三桠塘幽谷
http://guangzhou.cncn.com/jingdian/guangzhoueyugongyuan/,1,guangzhoueyugongyuan,3,J-1-8-2,广州鳄鱼公园（长隆）
http://guangzhou.cncn.com/jingdian/nanyueyuan/,1,nanyueyuan,3,J-1-8-3,南粤苑
http://guangzhou.cncn.com/jingdian/lingnanyinxiangyuan/,1,lingnanyinxiangyuan,3,J-1-8-4,岭南印象园
http://guangzhou.cncn.com/jingdian/xingqi8xiaozhenguangzhouzhan/,1,xingqi8xiaozhenguangzhouzhan,3,J-1-8-5,星期8小镇广州站
http://guangzhou.cncn.com/jingdian/bishuiwanwenquandujiacun/,1,bishuiwanwenquandujiacun,3,J-1-8-6,从化碧水湾温泉度假村
http://guangzhou.cncn.com/jingdian/guangzhoufengrumu/,1,guangzhoufengrumu,3,J-1-2-18,广州冯如墓
http://guangzhou.cncn.com/jingdian/haichuangsi/,1,haichuangsi,3,J-1-2-19,海幢寺
http://guangzhou.cncn.com/jingdian/hualinsiyuqiyitiaojie/,1,hualinsiyuqiyitiaojie,3,J-1-2-20,华林寺玉器一条街
http://guangzhou.cncn.com/jingdian/huaishengsi/,1,huaishengsi,3,J-1-2-21,怀圣寺
http://guangzhou.cncn.com/jingdian/huaduxiangcaoshijie/,1,huaduxiangcaoshijie,3,J-1-8-7,花都香草世界
http://guangzhou.cncn.com/jingdian/xiangshuixiashengtaidujiaqu/,1,xiangshuixiashengtaidujiaqu,3,J-1-8-8,响水峡生态度假区
http://guangzhou.cncn.com/jingdian/tianzhujiaotang/,1,tianzhujiaotang,3,J-1-8-9,广州天主教堂
http://guangzhou.cncn.com/jingdian/shijiedaguan/,1,shijiedaguan,3,J-1-8-10,广州世界大观
http://guangzhou.cncn.com/jingdian/zhujianggongyuan/,1,zhujianggongyuan,3,J-1-8-11,广州珠江公园
http://guangzhou.cncn.com/jingdian/zhongshanjiniantang/,1,zhongshanjiniantang,3,J-1-8-12,广州中山纪念堂
http://guangzhou.cncn.com/jingdian/renminkangyinglieshi/,1,renminkangyinglieshi,3,J-1-9-1,广州三元里人民抗英烈士纪念馆
http://guangzhou.cncn.com/jingdian/fanyubowuguan/,1,fanyubowuguan,3,J-1-9-2,番禺博物馆
http://guangzhou.cncn.com/jingdian/sanyuangong/,1,sanyuangong,3,J-1-9-3,广州三元宫
http://guangzhou.cncn.com/jingdian/yuexiushan/,1,yuexiushan,3,J-1-9-4,广州越秀山
http://guangzhou.cncn.com/jingdian/zixiashanzhuang/,1,zixiashanzhuang,3,J-1-9-5,花都梯面镇紫霞山庄
http://guangzhou.cncn.com/jingdian/zhujiangxincheng/,1,zhujiangxincheng,3,J-1-9-6,广州珠江新城广场
http://guangzhou.cncn.com/jingdian/huolushan/,1,huolushan,3,J-1-2-22,火炉山
http://guangzhou.cncn.com/jingdian/lijiangmingzhugejuyuan/,1,lijiangmingzhugejuyuan,3,J-1-2-23,丽江明珠歌剧院
http://guangzhou.cncn.com/jingdian/dajiaoshanpaotai/,1,dajiaoshanpaotai,3,J-1-2-24,大角山炮台
http://guangzhou.cncn.com/jingdian/luhugongyuan/,1,luhugongyuan,3,J-1-2-25,麓湖公园
http://guangzhou.cncn.com/jingdian/jinkengsenlingongyuan/,1,jinkengsenlingongyuan,3,J-1-8-13,增城金坑森林公园
http://guangzhou.cncn.com/jingdian/gaotanwenquan/,1,gaotanwenquan,3,J-1-8-14,增城高滩温泉
http://guangzhou.cncn.com/jingdian/choushuixunengdianzhan/,1,choushuixunengdianzhan,3,J-1-8-15,从化抽水蓄能电站旅游度假区
http://guangzhou.cncn.com/jingdian/hualongnongyedaguanyuan/,1,hualongnongyedaguanyuan,3,J-1-8-16,番禺化龙农业大观园
http://guangzhou.cncn.com/jingdian/liuhuahu/,1,liuhuahu,3,J-1-8-17,广州流花湖公园
http://guangzhou.cncn.com/jingdian/nanhaishenmiao/,1,nanhaishenmiao,3,J-1-8-18,广州南海神庙
http://guangzhou.cncn.com/jingdian/liwanhu/,1,liwanhu,3,J-1-9-7,广州荔湾湖公园
http://guangzhou.cncn.com/jingdian/yuyinshanfang/,1,yuyinshanfang,3,J-1-9-8,番禺馀荫山房
http://guangzhou.cncn.com/jingdian/dongshanhugongyuan/,1,dongshanhugongyuan,3,J-1-9-9,广州东山湖公园
http://guangzhou.cncn.com/jingdian/hongxiuquan/,1,hongxiuquan,3,J-1-9-10,花都洪秀全故居
http://guangzhou.cncn.com/jingdian/dongfenggongyuan/,1,dongfenggongyuan,3,J-1-9-11,广州东风公园
http://guangzhou.cncn.com/jingdian/zhenhailou/,1,zhenhailou,3,J-1-9-12,广州镇海楼
http://guangzhou.cncn.com/jingdian/xinghaiyinleting/,1,xinghaiyinleting,3,J-1-9-13,广东星海音乐厅
http://guangzhou.cncn.com/jingdian/lieshilingyuan/,1,lieshilingyuan,3,J-1-7-1,广州起义烈士陵园
http://guangzhou.cncn.com/jingdian/ershadao/,1,ershadao,3,J-1-7-2,广州二沙岛
http://guangzhou.cncn.com/jingdian/tianhegongyuan/,1,tianhegongyuan,3,J-1-7-3,广州天河公园
http://guangzhou.cncn.com/jingdian/changzhouwenhua/,1,changzhouwenhua,3,J-1-7-4,广州长洲文化风景区
http://guangzhou.cncn.com/jingdian/guangxiaosi/,1,guangxiaosi,3,J-1-7-5,广州光孝寺
http://guangzhou.cncn.com/jingdian/liuxihexiagu/,1,liuxihexiagu,3,J-1-7-6,从化流溪河峡谷漂流
http://guangzhou.cncn.com/jingdian/jiulonghugaoerfu/,1,jiulonghugaoerfu,3,J-1-8-19,广州九龙湖高尔夫球会
http://guangzhou.cncn.com/jingdian/meishuguan/,1,meishuguan,3,J-1-8-20,广东美术馆
http://guangzhou.cncn.com/jingdian/timian/,1,timian,3,J-1-8-21,花都梯面
http://guangzhou.cncn.com/jingdian/liuhuagongyuan/,1,liuhuagongyuan,3,J-1-8-22,广州流花公园
